metric,metric_value,metric_type
axiom_types_incl,ClassAssertion,list_value
axiom_types_incl,DataPropertyRange,list_value
axiom_types_incl,Declaration,list_value
axiom_types_incl,DisjointClasses,list_value
axiom_types_incl,EquivalentClasses,list_value
axiom_types_incl,InverseObjectProperties,list_value
axiom_types_incl,IrrefexiveObjectProperty,list_value
axiom_types_incl,ObjectPropertyAssertion,list_value
axiom_types_incl,ObjectPropertyDomain,list_value
axiom_types_incl,ObjectPropertyRange,list_value
axiom_types_incl,SameIndividual,list_value
axiom_types_incl,SubClassOf,list_value
axiom_types_incl,SubObjectPropertyOf,list_value
certain_cycle,true,single_value
certain_cycle_incl,true,single_value
class_count,1167,single_value
class_count_incl,1167,single_value
class_expression_count,Class 6361,map_value
class_expression_count,ObjectHasValue 5571,map_value
class_expression_count,ObjectIntersectionOf 1255,map_value
class_expression_count_incl,Class 6361,map_value
class_expression_count_incl,ObjectHasValue 5571,map_value
class_expression_count_incl,ObjectIntersectionOf 1255,map_value
class_sgl_subcl_count,133,single_value
class_sgl_subcl_count_incl,133,single_value
constructs,AL,list_value
constructs,C,list_value
constructs,D,list_value
constructs,I,list_value
constructs,O,list_value
constructs,R,list_value
constructs_incl,AL,list_value
constructs_incl,C,list_value
constructs_incl,D,list_value
constructs_incl,I,list_value
constructs_incl,O,list_value
constructs_incl,R,list_value
curie_map,owl http://www.w3.org/2002/07/owl#,map_value
curie_map,rdf http://www.w3.org/1999/02/22-rdf-syntax-ns#,map_value
curie_map,rdfs http://www.w3.org/2000/01/rdf-schema#,map_value
curie_map,schema http://schema.org/,map_value
curie_map,skos http://www.w3.org/2004/02/skos/core#,map_value
curie_map,xsd http://www.w3.org/2001/XMLSchema#,map_value
dataproperty_count,2,single_value
dataproperty_count_incl,2,single_value
datatypes_axiom_count,XSD_STRING 1,map_value
datatypes_axiom_count_incl,XSD_STRING 1,map_value
datatypes_builtin,RDF_PLAIN_LITERAL,list_value
datatypes_builtin,XSD_BOOLEAN,list_value
datatypes_builtin,XSD_INTEGER,list_value
datatypes_builtin,XSD_STRING,list_value
datatypes_builtin_incl,RDF_PLAIN_LITERAL,list_value
datatypes_builtin_incl,XSD_BOOLEAN,list_value
datatypes_builtin_incl,XSD_INTEGER,list_value
datatypes_builtin_incl,XSD_STRING,list_value
datatypes_count,4,single_value
datatypes_count_incl,4,single_value
dt_builtin_count,4,single_value
dt_builtin_count_incl,4,single_value
dt_notbuiltin_count,0,single_value
dt_notbuiltin_count_incl,0,single_value
expressivity,ALCROI(D),single_value
expressivity_incl,ALCROI(D),single_value
gci_count,0,single_value
gci_count_incl,0,single_value
gci_hidden_count,287,single_value
gci_hidden_count_incl,287,single_value
individual_count,2202,single_value
individual_count_incl,2202,single_value
instance_per_class_avg,0.9717223650385605,single_value
instance_per_class_avg_incl,0.9717223650385605,single_value
logical_axiom_count,9267,single_value
logical_axiom_count_incl,9267,single_value
most_freq_concept,https://brickschema.org/schema/Brick#PID_Parameter,single_value
most_freq_concept_incl,https://brickschema.org/schema/Brick#PID_Parameter,single_value
multiple_inheritance_count,167,single_value
multiple_inheritance_count_incl,167,single_value
named_supercl_count_max,3,single_value
named_supercl_count_max_incl,3,single_value
namespace_axiom_count,owl 3,map_value
namespace_axiom_count,prefix_unknown 31955,map_value
namespace_axiom_count,rdfs 578,map_value
namespace_axiom_count,schema 11,map_value
namespace_axiom_count,skos 1135,map_value
namespace_axiom_count,xsd 1,map_value
namespace_axiom_count_incl,owl 3,map_value
namespace_axiom_count_incl,prefix_unknown 31955,map_value
namespace_axiom_count_incl,rdfs 578,map_value
namespace_axiom_count_incl,schema 11,map_value
namespace_axiom_count_incl,skos 1135,map_value
namespace_axiom_count_incl,xsd 1,map_value
namespace_entity_count,owl 3,map_value
namespace_entity_count,prefix_unknown 3447,map_value
namespace_entity_count,rdf 1,map_value
namespace_entity_count,rdfs 3,map_value
namespace_entity_count,schema 8,map_value
namespace_entity_count,skos 4,map_value
namespace_entity_count,xsd 3,map_value
namespace_entity_count_incl,owl 3,map_value
namespace_entity_count_incl,prefix_unknown 3447,map_value
namespace_entity_count_incl,rdf 1,map_value
namespace_entity_count_incl,rdfs 3,map_value
namespace_entity_count_incl,schema 8,map_value
namespace_entity_count_incl,skos 4,map_value
namespace_entity_count_incl,xsd 3,map_value
obj_property_count,59,single_value
obj_property_count_incl,59,single_value
ontology_anno_count,9,single_value
ontology_iri,https://brickschema.org/schema/1.2/Brick,single_value
ontology_version_iri,no.iri,single_value
owl2,true,single_value
owl2_dl,false,single_value
owl2_el,false,single_value
owl2_ql,false,single_value
owl2_rl,false,single_value
owl2dl_profile_violation,IllegalPunning 5,map_value
owl2dl_profile_violation,InsufficientOperands 33,map_value
owl2dl_profile_violation,UseOfReservedVocabularyForClassIRI 3,map_value
owl2dl_profile_violation,UseOfUndeclaredAnnotationProperty 2530,map_value
owl2dl_profile_violation,UseOfUndeclaredClass 517,map_value
owl2dl_profile_violation,UseOfUndeclaredDataProperty 1,map_value
owl2dl_profile_violation,UseOfUndeclaredObjectProperty 50,map_value
rbox_axiom_count,65,single_value
rbox_axiom_count_incl,65,single_value
rdfs,false,single_value
rule_count,0,single_value
rule_count_incl,0,single_value
signature_entity_count,3469,single_value
signature_entity_count_incl,3469,single_value
syntax,Turtle,single_value
tautology_count,0,single_value
tautology_count_incl,0,single_value
tbox_axiom_count,2697,single_value
tbox_axiom_count_incl,2697,single_value
tbox_nominals,true,single_value
tbox_nominals_incl,true,single_value
tboxrbox_axiom_count,2762,single_value
tboxrbox_axiom_count_incl,2762,single_value
undecl_entity_count,2281,single_value
undecl_entity_count_incl,2281,single_value
